Casual,Average,4.8,M,Winter,o-neck,short,natural,lycra,broadcloth,applique,patchwork,0
Casual,Low,4.8,free,Spring,o-neck,sleevless,natural,cotton,null,null,print,0
vintage,Average,4.8,M,Winter,o-neck,sleevless,natural,cotton,null,null,patchwork,1
Sexy,Average,0,M,Winter,o-neck,short,natural,null,null,lace,solid,0
Sexy,Average,4.8,L,Spring,v-neck,threequarter,empire,polyster,null,lace,geometric,0
Casual,Average,0,M,Summer,o-neck,halfsleeve,natural,cotton,chiffon,ruffles,dot,1
Casual,Low,4.7,M,Summer,o-neck,sleevless,empire,milksilk,null,null,solid,0
Casual,Medium,0,L,Winter,boat-neck,full,empire,null,null,null,solid,1
Sexy,Low,5,free,Summer,v-neck,sleevless,empire,null,chiffon,null,animal,1
Casual,Low,4.3,free,Summer,o-neck,sleevless,null,milksilk,null,null,animal,0
Casual,Average,0,L,Spring,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,solid,1
Casual,Average,4.6,free,Automn,o-neck,sleevless,natural,polyster,chiffon,sashes,solid,1
sexy,Average,4.5,M,Spring,o-neck,threequarter,natural,polyster,null,lace,geometric,0
Novelty,Average,0,S,Winter,turndowncollor,full,natural,cotton,null,null,patchwork,0
Casual,Average,4.9,S,Winter,turndowncollor,full,natural,cotton,null,null,solid,1
sexy,Low,4.6,L,Automn,o-neck,sleevless,natural,null,null,lace,solid,1
bohemian,Low,4.5,M,Summer,v-neck,sleevless,natural,polyster,null,null,print,1
work,Average,0,M,Automn,slash-neck,sleevless,natural,polyster,null,bow,patchwork,0
cute,High,0,M,Spring,v-neck,full,natural,rayon,null,null,solid,1
Casual,Average,0,free,Spring,o-neck,short,natural,cotton,null,hollowout,plaid,0
Casual,Average,5,M,Summer,o-neck,short,empire,polyster,chiffon,null,animal,0
Casual,Average,4.7,M,spring,o-neck,sleevless,natural,null,chiffon,sashes,solid,0
Sexy,Low,4,S,Automn,o-neck,sleevless,empire,cotton,null,null,solid,1
Casual,Average,5,M,Automn,v-neck,short,natural,cotton,broadcloth,beading,solid,0
Casual,Low,0,free,Summer,v-neck,halfsleeve,natural,silk,broadcloth,applique,solid,0
Casual,Medium,4.5,S,Winter,o-neck,full,natural,polyster,null,null,patchwork,1
work,Average,4.8,L,Summer,v-neck,short,natural,polyster,null,hollowout,solid,0
Casual,Medium,0,M,Automn,v-neck,short,empire,polyster,null,null,solid,0
bohemian,Average,5,free,Summer,v-neck,sleevless,natural,cotton,batik,null,print,1
sexy,Low,0,M,Spring,v-neck,short,natural,polyster,satin,ruffles,solid,1
Sexy,Average,4.2,M,Winter,v-neck,sleevless,natural,cotton,flannael,null,solid,0
Casual,Low,4.8,free,Spring,o-neck,full,natural,cotton,worsted,lace,solid,0
Casual,Low,4.4,S,Automn,o-neck,sleevless,natural,polyster,null,null,solid,0
Casual,Low,4.7,L,Spring,o-neck,short,null,chiffonfabric,chiffon,bow,dot,0
Casual,Average,5,XL,Winter,boat-neck,full,null,cotton,null,null,geometric,1
Casual,Low,0,free,Spring,v-neck,sleevless,null,cotton,null,null,print,0
Casual,Average,0,free,Spring,o-neck,sleevless,natural,null,chiffon,null,solid,0
bohemian,very-high,4.7,free,Winter,v-neck,sleevless,null,polyster,null,null,null,1
Casual,Low,5,M,Summer,v-neck,sleevless,empire,polyster,chiffon,ruffles,animal,0
party,Average,4.7,M,Spring,v-neck,sleevless,natural,polyster,chiffon,hollowout,solid,0
Sexy,Low,5,free,Spring,o-neck,full,natural,cotton,worsted,null,striped,0
vintage,Low,4.6,M,Summer,o-neck,short,natural,null,chiffon,null,print,0
Casual,Average,0,free,Winter,o-neck,halfsleeve,empire,polyster,chiffon,hollowout,solid,0
Casual,low,4.9,L,Summer,boat-neck,short,null,null,chiffon,null,patchwork,1
Casual,Low,0,S,Automn,o-neck,full,natural,null,null,beading,solid,1
Sexy,Average,4,S,Automn,v-neck,sleevless,null,rayon,chiffon,null,patchwork,1
Sexy,Low,5,M,Automn,o-neck,full,natural,null,chiffon,lace,print,1
Brief,Average,4.6,M,Winter,peterpan-collor,threequarter,null,cotton,null,null,solid,0
Casual,Average,0,L,Spring,boat-neck,sleevless,natural,cotton,null,applique,patchwork,1
Casual,Average,4.8,L,Winter,o-neck,short,natural,cotton,null,pockets,solid,1
OL,Medium,0,M,Winter,mandarin-collor,halfsleeve,natural,cotton,null,sashes,solid,0
Sexy,Low,4.8,M,Spring,o-neck,halfsleeve,natural,silk,null,null,solid,0
Casual,Medium,0,S,Spring,v-neck,full,null,null,null,null,animal,1
Casual,Medium,0,M,Spring,v-neck,threequarter,natural,silk,chiffon,ruffles,solid,1
Casual,Average,0,M,Spring,o-neck,sleevless,natural,silk,null,null,print,0
Casual,Average,0,free,Winter,v-neck,full,natural,null,chiffon,ruffles,print,0
vintage,Low,4.8,S,Summer,o-neck,short,natural,null,chiffon,ruffles,print,0
Sexy,Low,4.8,L,Summer,v-neck,full,natural,cotton,jersey,applique,print,1
fashion,Average,4,free,Summer,open,full,null,cotton,null,sequined,solid,0
Casual,Average,4.7,L,Summer,v-neck,short,natural,null,null,null,print,1
Casual,Low,0,free,Winter,o-neck,halfsleeve,natural,polyster,worsted,null,patchwork,1
bohemian,Low,4.8,free,Summer,o-neck,short,null,null,null,null,animal,1
work,Medium,4.6,L,Winter,sqare-collor,short,empire,cotton,null,Tiered,solid,0
vintage,Average,4.7,L,Summer,o-neck,short,natural,cotton,null,button,solid,0
cute,Low,4.7,M,Spring,o-neck,short,empire,polyster,chiffon,ruffles,dot,1
Casual,Low,4.6,free,Automn,o-neck,full,natural,cotton,null,null,solid,1
Casual,Medium,0,free,Spring,o-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1
Casual,Average,4.7,L,Automn,o-neck,halfsleeve,null,null,null,lace,null,0
Sexy,Average,0,L,Automn,v-neck,sleevless,empire,null,chiffon,null,patchwork,0
Casual,Low,4.7,free,Winter,o-neck,sleevless,natural,cotton,jersey,null,solid,1
Casual,Average,0,M,Automn,o-neck,short,empire,polyster,null,applique,print,0
cute,Average,4.8,L,Automn,slash-neck,sleevless,natural,null,chiffon,hollowout,solid,0
party,Average,5,M,Spring,o-neck,halfsleeve,natural,null,null,null,null,1
cute,Average,4.3,L,Winter,o-neck,sleevless,natural,null,chiffon,null,solid,0
Casual,Average,4.5,L,Spring,o-neck,short,natural,cotton,chiffon,null,patchwork,0
Casual,Low,4.7,L,Automn,o-neck,full,null,cotton,chiffon,lace,print,0
Casual,Low,4.5,free,Automn,v-neck,short,natural,silk,worsted,lace,solid,0
sexy,Average,3.6,L,Winter,v-neck,full,natural,polyster,woolen,beading,solid,1
work,Average,4.8,L,Winter,v-neck,short,natural,mix,broadcloth,lace,solid,0
vintage,Average,0,free,Summer,o-neck,sleevless,null,null,null,null,null,0
Sexy,Low,4.6,free,Spring,o-neck,full,natural,null,null,lace,leopard,1
Sexy,Low,0,free,Winter,v-neck,sleevless,empire,cotton,chiffon,null,solid,1
work,Average,4.6,L,Spring,o-neck,short,empire,cotton,jersey,null,patchwork,0
Casual,Average,4.4,M,Summer,o-neck,short,empire,null,null,lace,patchwork,0
cute,Low,4.9,M,Automn,o-neck,short,natural,chiffonfabric,chiffon,bow,dot,0
Sexy,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0
party,Average,4.4,free,Automn,v-neck,threequarter,natural,null,null,null,solid,0
Casual,Average,0,free,Spring,o-neck,short,null,cotton,null,lace,null,1
Casual,Low,0,M,Summer,v-neck,full,natural,acrylic,null,lace,solid,0
Sexy,Average,4.6,M,Winter,o-neck,full,natural,polyster,null,null,patchwork,1
work,Average,4.6,M,Spring,v-neck,full,null,null,chiffon,null,null,0
cute,Average,4.7,L,Winter,o-neck,sleevless,natural,chiffonfabric,null,lace,solid,0
bohemian,Average,4.7,L,Automn,o-neck,sleevless,natural,null,chiffon,null,solid,0
cute,High,0,M,Winter,o-neck,threequarter,empire,silk,chiffon,lace,patchwork,0
Casual,Average,0,XL,Winter,o-neck,short,empire,polyster,null,button,solid,0
Novelty,Average,4.9,L,Automn,o-neck,short,natural,polyster,chiffon,null,print,1
Casual,Low,4.7,M,Automn,o-neck,full,null,cotton,null,null,solid,0
cute,Average,4.3,free,Summer,boat-neck,sleevless,null,null,null,null,null,1
Sexy,Low,0,free,Automn,slash-neck,short,empire,null,null,hollowout,solid,0
cute,Low,4.7,XL,Summer,o-neck,short,empire,chiffonfabric,chiffon,bow,print,0
Sexy,low,4.5,L,Spring,o-neck,sleevless,null,null,null,lace,solid,0
Casual,Average,4.7,M,Automn,o-neck,sleevless,null,cotton,null,null,animal,1
Casual,Average,0,L,Spring,boat-neck,sleevless,natural,cotton,null,lace,solid,1
cute,low,4.7,free,Summer,o-neck,sleevless,null,null,chiffon,null,print,1
Casual,low,4.4,free,Summer,turndowncollor,sleevless,natural,cotton,null,null,solid,0
Casual,Average,4.8,L,winter,v-neck,short,empire,polyster,null,ruffles,solid,0
vintage,Average,4.3,free,winter,o-neck,short,null,chiffonfabric,chiffon,null,print,0
cute,low,4.5,L,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1
Casual,Average,4.4,M,Summer,turndowncollor,sleevless,natural,chiffonfabric,chiffon,null,solid,0
vintage,Medium,0,S,Winter,turndowncollor,halfsleeve,natural,cotton,broadcloth,null,plaid,0
Sexy,low,4.7,free,Summer,turndowncollor,sleevless,natural,cotton,null,null,solid,1
vintage,High,0,L,Summer,o-neck,short,natural,cotton,null,null,print,0
Casual,low,0,free,Spring,v-neck,threequarter,null,silk,null,lace,null,1
Sexy,Average,0,S,Automn,slash-neck,short,natural,null,null,lace,solid,0
Casual,Low,0,free,Spring,o-neck,short,natural,null,null,hollowout,solid,0
cute,Medium,5,free,Winter,o-neck,sleevless,natural,silk,null,lace,solid,1
Casual,Low,4.7,free,Summer,o-neck,sleevless,null,null,null,null,print,0
Sexy,Low,4.8,free,Spring,v-neck,sleevless,null,null,null,sequined,solid,1
Casual,Average,4.5,L,Winter,o-neck,short,natural,cotton,null,bow,patchwork,0
vintage,Average,0,S,Spring,o-neck,full,natural,mix,chiffon,embroidary,print,0
Casual,Average,3.7,free,Automn,boat-neck,full,null,null,null,null,solid,1
vintage,Average,4.8,L,Winter,o-neck,sleevless,natural,cotton,null,null,patchwork,0
cute,Average,0,XL,Spring,boat-neck,full,null,cotton,worsted,applique,dot,1
Casual,Average,0,L,Winter,open,short,natural,mix,poplin,applique,solid,1
sexy,Medium,5,M,Winter,o-neck,sleevless,empire,polyster,null,bow,solid,0
Brief,Average,4.9,free,Summer,slash-neck,sleevless,natural,null,null,null,solid,0
Casual,High,4.9,S,Spring,o-neck,threequarter,natural,null,null,null,dot,1
Brief,Average,4.6,free,Winter,o-neck,full,natural,mix,null,sashes,solid,0
Casual,Low,4.5,free,Winter,o-neck,full,natural,mix,worsted,applique,solid,0
Casual,Low,4.8,XL,Summer,o-neck,short,empire,mix,chiffon,sashes,geometric,0
Sexy,Medium,4.6,L,Summer,o-neck,short,natural,spandex,jersey,lace,solid,0
Casual,Average,4.5,M,Winter,v-neck,sleevless,natural,null,chiffon,button,striped,0
work,Average,0,S,Automn,o-neck,sleevless,natural,linen,null,null,patchwork,0
Casual,Low,0,L,Winter,o-neck,sleevless,empire,polyster,null,null,leopard,0
cute,low,5,L,Winter,o-neck,threequarter,natural,silk,chiffon,sashes,print,0
Brief,Average,4.3,M,Spring,o-neck,full,natural,mix,worsted,sequined,patchwork,1
Sexy,low,4.4,free,Automn,o-neck,full,empire,cotton,null,null,leopard,0
cute,low,0,free,Summer,peterpan-collor,short,empire,cotton,broadcloth,applique,print,0
Casual,Average,4.5,free,Summer,o-neck,short,natural,cotton,null,null,solid,1
Sexy,low,4.7,M,Winter,slash-neck,sleevless,null,nylon,null,sashes,solid,1
Casual,low,4.7,free,Spring,o-neck,sleevless,empire,cotton,chiffon,null,floral,0
Casual,Medium,4.8,M,Winter,peterpan-collor,short,natural,polyster,chiffon,lace,patchwork,0
Sexy,low,4.3,free,Winter,v-neck,sleevless,natural,silk,worsted,lace,solid,1
bohemian,Average,0,L,Winter,turndowncollor,full,natural,mix,null,null,solid,0
Casual,Low,0,free,,o-neck,full,natural,cotton,null,null,patchwork,0
cute,Medium,4.8,free,Spring,slash-neck,sleevless,natural,polyster,chiffon,sashes,solid,1
Sexy,Average,0,S,Automn,v-neck,sleevless,empire,cotton,null,beading,solid,0
Casual,Low,4.6,S,Spring,o-neck,full,natural,cotton,null,null,solid,1
vintage,Medium,4.7,free,Spring,turndowncollor,sleevless,natural,mix,null,lace,solid,1
work,low,4.7,free,Summer,o-neck,full,empire,cotton,null,null,solid,0
cute,Average,4.8,M,Summer,o-neck,short,natural,cotton,null,rivet,solid,0
cute,Average,0,M,Summer,o-neck,short,natural,cotton,chiffon,null,print,0
Casual,Average,4.7,M,winter,o-neck,full,null,null,null,null,animal,0
Casual,low,4.6,free,winter,o-neck,full,natural,polyster,null,applique,solid,1
party,Average,5,free,Summer,v-neck,sleevless,null,null,null,null,null,0
Casual,Average,0,free,Summer,v-neck,sleevless,natural,cotton,chiffon,null,patchwork,0
Sexy,Average,5,L,winter,o-neck,threequarter,natural,polyster,null,lace,geometric,0
Sexy,Average,4.8,free,Winter,o-neck,sleevless,natural,polyster,null,embroidary,solid,0
Casual,Average,4.7,S,Summer,v-neck,short,natural,cotton,null,null,dot,0
Casual,Average,4.1,M,Automn,v-neck,full,null,null,chiffon,sashes,null,1
Casual,Average,5,XL,Automn,o-neck,short,natural,chiffonfabric,chiffon,null,null,0
Sexy,Average,5,M,Summer,v-neck,sleevless,empire,cotton,null,sequined,solid,1
work,Average,4.6,L,Summer,slash-neck,short,natural,cotton,null,null,solid,0
Casual,Average,4.5,M,Summer,peterpan-collor,sleevless,null,null,null,null,null,0
vintage,Average,4.5,L,Automn,o-neck,sleevless,empire,null,worsted,null,solid,0
Casual,Average,0,M,Summer,o-neck,threequarter,natural,nylon,broadcloth,null,solid,1
cute,Average,4.7,L,Summer,o-neck,sleevless,natural,cotton,worsted,null,print,0
bohemian,Low,4.7,free,Winter,o-neck,short,natural,nylon,null,sashes,print,0
Casual,low,5,free,Spring,slash-neck,sleevless,empire,spandex,null,null,striped,1
Casual,Average,5,M,Winter,o-neck,sleevless,natural,null,chiffon,sashes,solid,1
Casual,Average,4.3,free,Summer,o-neck,sleevless,natural,cotton,worsted,null,striped,0
work,low,4.5,M,Winter,v-neck,threequarter,null,null,null,null,patchwork,0
Casual,Average,4.3,S,Spring,boat-neck,full,natural,cotton,null,lace,patchwork,1
Casual,Average,4.4,L,Automn,o-neck,halfsleeve,natural,null,dobby,lace,animal,0
sexy,Low,4.3,M,Automn,open,short,natural,lace,null,lace,print,0
Casual,Low,4.6,free,Summer,o-neck,full,natural,cotton,worsted,lace,solid,1
Casual,low,4.6,L,Winter,o-neck,full,null,cotton,null,null,null,0
Casual,Average,4.6,M,Spring,o-neck,sleevless,natural,null,chiffon,sashes,solid,1
Casual,low,0,free,Automn,peterpan-collor,threequarter,empire,null,null,null,null,0
Casual,Average,4.7,S,Spring,o-neck,halfsleeve,empire,null,chiffon,null,null,1
Casual,Average,0,S,Summer,o-neck,sleevless,empire,cotton,null,null,solid,0
Casual,low,4.8,free,Summer,o-neck,sleevless,natural,cotton,null,null,print,1
Casual,Average,5,S,Winter,o-neck,sleevless,empire,polyster,chiffon,null,plaid,0
Sexy,very-high,0,free,Winter,v-neck,sleevless,natural,polyster,knitting,null,solid,0
Casual,low,4.4,free,Summer,o-neck,sleevless,natural,polyster,null,sashes,print,0
Casual,Average,4.8,M,Automn,v-neck,short,null,null,chiffon,embroidary,print,1
Casual,Average,5,free,Summer,v-neck,sleevless,null,modal,null,null,patchwork,0
Sexy,low,4.8,M,Automn,v-neck,full,natural,cotton,null,null,print,1
Casual,Average,4.6,free,Winter,v-neck,full,natural,cotton,flannel,null,striped,0
Casual,Average,4.6,M,Winter,v-neck,full,natural,chiffonfabric,chiffon,null,null,0
Casual,low,5,S,Spring,o-neck,sleevless,natural,chiffonfabric,null,null,print,0
cute,Average,0,M,Winter,o-neck,short,natural,polyster,chiffon,sashes,solid,0
Casual,low,4.8,free,Spring,o-neck,sleevless,null,chiffonfabric,chiffon,null,print,1
Casual,Average,4.6,M,Automn,o-neck,short,empire,polyster,null,applique,dot,0
bohemian,Average,5,M,Spring,slash-neck,sleevless,empire,null,chiffon,ruffles,solid,1
Casual,Low,4.9,free,winter,o-neck,sleevless,empire,silk,null,sashes,print,1
Casual,Average,4.7,L,Summer,o-neck,sleevless,natural,silk,chiffon,beading,solid,0
Casual,Medium,4.6,M,winter,o-neck,full,natural,cashmere,null,null,solid,1
Casual,Average,4.7,M,winter,v-neck,sleevless,empire,polyster,chiffon,applique,print,0
Sexy,Average,4.7,M,winter,v-neck,sleevless,natural,polyster,broadcloth,null,patchwork,0
Casual,Average,3.5,M,winter,v-neck,short,natural,null,null,null,solid,0
Casual,Average,4.8,M,winter,o-neck,threequarter,natural,null,null,null,print,1
Casual,Average,0,M,winter,o-neck,full,natural,cotton,jersey,feathers,solid,1
Casual,low,4.6,M,Summer,o-neck,sleevless,natural,cotton,null,sashes,striped,0
Casual,Average,4.7,L,Spring,v-neck,halfsleeve,natural,null,broadcloth,null,print,1
Casual,low,4.5,free,Summer,o-neck,full,natural,cotton,null,button,solid,0
Casual,Average,4.7,M,Summer,o-neck,sleevless,natural,polyster,null,null,character,0
Casual,low,4.5,M,Winter,o-neck,short,natural,chiffonfabric,chiffon,null,solid,0
Casual,low,4.7,S,summer,o-neck,full,natural,cotton,null,null,patchwork,0
cute,Low,0,free,Summer,boat-neck,sleevless,null,cotton,null,null,print,0
party,very-high,5,M,Spring,slash-neck,sleevless,natural,chiffonfabric,chiffon,flowers,null,1
Casual,Average,4.9,M,Automn,v-neck,sleevless,null,polyster,null,null,null,1
party,very-high,0,L,Winter,v-neck,sleevless,natural,polyster,tulle,beading,null,0
party,very-high,0,M,Winter,v-neck,cap-sleeves,null,null,chiffon,lace,null,0
Casual,Low,4.4,M,Winter,v-neck,turndowncollor,null,cotton,null,null,null,1
party,very-high,0,M,Spring,v-neck,threequater,natural,lycra,sattin,applique,null,1
party,high,0,M,Winter,Sweetheart,sleevless,natural,null,null,pearls,null,0
party,high,0,M,Spring,Sweetheart,sleevless,null,nylon,null,null,null,0
party,Average,5,M,Winter,o-neck,capsleeves,empire,polyster,null,lace,null,1
party,high,4.7,M,Winter,sweetheart,sleeveless,natural,null,chiffon,flowers,null,0
party,,4.8,free,Winter,o-neck,sleevless,empire,null,null,embroidary,null,1
party,,4.5,L,Summer,,full,,,,,,1
party,very-high,4.9,M,Spring,Sweetheart,sleeevless,empire,null,chiffon,beading,null,1
party,high,4.6,M,winter,Sweetheart,sleevless,natural,null,chiffon,null,null,0
party,Average,5,M,Spring,Sweetheart,sleevless,natural,polyster,null,null,null,1
party,very-high,4.8,L,Spring,Sweetheart,sleevless,empire,microfiber,organza,beading,null,1
party,very-high,0,M,Winter,Sweetheart,sleevless,natural,polyster,chiffon,beading,null,1
party,high,4.6,L,Spring,slash-neck,sleevless,empire,silk,chiffon,beading,null,0
party,Average,4.8,L,,Sweetheart,sleevless,empire,null,null,pleat,null,1
party,Medium,4.6,S,Winter,Scoop,short,empire,null,null,crystal,null,0
party,very-high,4.9,M,Spring,Sweetheart,sleevless,natural,silk,chiffon,beading,null,1
party,Medium,4.8,S,Spring,v-neck,sleevless,empire,null,null,null,null,1
party,very-high,4.2,L,Winter,v-neck,sleevless,null,null,null,lace,null,1
Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,null,1
party,very-high,4.1,M,Winter,Scoop,short,natural,cotton,lace,applique,null,1
party,very-high,0,M,Winter,o-neck,full,natural,null,null,feathers,null,1
Casual,high,4.6,M,Summer,Sweetheart,sleevless,empire,null,null,beading,null,1
party,Average,4.7,free,Winter,o-neck,sleevless,null,polyster,null,null,null,0
party,very-high,4.7,L,Winter,slash-neck,sleevless,empire,viscos,chiffon,beading,null,1
party,very-high,4.5,M,Spring,v-neck,cap-sleeves,null,null,null,lace,null,1
party,Average,4.7,free,Spring,Sweetheart,sleevless,empire,rayon,chiffon,beading,solid,1
party,high,4.8,M,Summer,Sweetheart,sleevless,princess,null,sattin,null,null,1
party,high,4.6,M,Summer,slash-neck,sleevless,natural,null,chiffon,null,null,1
party,Medium,4.7,M,Winter,o-neck,sleevless,empire,cotton,chiffon,button,null,1
cute,Average,4.4,free,Spring,Sweetheart,sleevless,empire,spandex,tulle,ruched,solid,1
party,Average,5,M,Spring,o-neck,sleevless,null,null,null,null,null,1
party,very-high,4.8,free,Spring,Sweetheart,sleevless,natural,polyster,chiffon,beading,null,1
party,Medium,4.8,M,Spring,o-neck,sleevless,natural,silk,chiffon,crystal,null,1
party,very-high,4.9,L,Spring,slash-neck,sleevless,null,null,chiffon,flowers,null,1
party,Medium,0,free,Winter,v-neck,short,empire,null,chiffon,lace,null,1
work,Average,5,free,Winter,o-neck,half,null,microfiber,null,null,null,0
party,very-high,4.9,M,Spring,v-neck,sleevless,empire,null,sattin,beading,null,1
Casual,high,5,free,Summer,v-neck,sleevless,natural,nylon,null,null,null,1
Casual,very-high,0,small,Spring,o-neck,full,null,null,chiffon,applique,null,0
Casual,Medium,4.7,M,Spring,o-neck,sleevless,natural,cotton,null,bow,null,1
party,Average,0,M,Spring,v-neck,sleevless,natural,null,null,null,null,1
Casual,Average,4.4,free,Summer,slash-neck,sleevless,empire,cotton,null,null,null,1
Casual,very-high,4.6,M,winter,o-neck,short,natural,null,null,flowers,null,1
Casual,Low,4.4,free,winter,halter,sleevless,natural,null,null,draped,null,1
party,high,4.5,M,winter,o-neck,sleevless,null,null,null,null,null,1
Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,null,null,null,null,0
Sexy,Average,5,M,Summer,o-neck,sleeveless,natural,polyster,broadcloth,rivet,null,0
vintage,Average,4.9,free,Summer,o-neck,urndowncollor,empire,null,null,null,null,0
vintage,Average,4.7,S,Summer,turndowncollor,short,empire,cotton,null,null,null,0
work,Average,4.9,M,Summer,sqare-collor,halfsleeve,empire,polyster,sattin,sashes,null,0
Casual,low,4.7,L,Spring,o-neck,short,natural,chiffonfabric,chiffon,null,null,0
Casual,Average,4.8,L,Automn,o-neck,short,natural,cashmere,null,null,null,0
Sexy,low,4.7,free,Spring,v-neck,sleeveless,null,null,null,sequined,null,1
Casual,Average,0,S,Winter,slash-neck,halfsleeve,natural,nylon,broadcloth,null,null,0
Casual,Average,4.2,S,Winter,v-neck,sleevless,empire,other,chiffon,hollowout,patchwork,0
Novelty,Average,0,free,Summer,o-neck,full,natural,cotton,sattin,hollowout,solid,0
Casual,Low,4.3,free,Summer,backless,sleevless,empire,chiffonfabric,chiffon,crystal,null,0
Casual,Average,3.7,M,Summer,boat-neck,sleevless,natural,linen,null,null,null,0
Casual,Average,5,free,winter,o-neck,sleevless,natural,polyster,broadcloth,lace,null,1
Sexy,low,5,free,Spring,v-neck,sleevless,empire,null,chiffon,null,null,0
cute,Low,0,free,Winter,o-neck,sleevless,natural,null,chiffon,null,null,0
vintage,Average,4.8,M,Summer,v-neck,full,natural,rayon,poplin,null,null,1
bohemian,Average,4.8,L,Winter,o-neck,sleevless,natural,polyster,chiffon,null,solid,0
bohemian,Average,0,free,Spring,o-neck,sleevless,natural,rayon,chiffon,null,striped,1
Sexy,Average,4.5,M,Summer,bowneck,sleevless,null,cotton,chiffon,null,solid,0
Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,animal,1
Casual,Low,5,free,Spring,v-neck,full,natural,cotton,null,null,solid,1
Casual,Average,5,L,Winter,o-neck,thressqatar,natural,polyster,null,applique,solid,0
Casual,Low,4.8,M,Winter,v-neck,sleevless,natural,polyster,null,null,print,0
bohemian,Low,5,free,Spring,o-neck,short,natural,nylon,jersey,sashes,print,1
Casual,low,5,free,Spring,bowneck,sleevless,natural,silk,chiffon,applique,print,0
Casual,Low,5,M,Spring,o-neck,sleeevless,natural,chiffonfabric,chiffon,null,solid,1
