48,0,6,0,25,1,3,?,?,5,4,3,5,5,3,5,5,3,5,4,2,3,4,3,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,5,4,4,5,1,1,0
38,0,6,1,15,1,2,?,?,4,5,5,5,4,3,4,4,4,4,2,2,4,3,4,4,3,4,3,4,2,4,5,5,4,4,4,3,5,5,4,2,4,4,4,5,5,5,4,4,5,1,3,0
56,0,6,1,13,1,3,?,?,1,1,1,2,1,3,2,2,2,2,?,4,2,2,3,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,3,1,1,1,2,1,1
44,0,4,1,15,1,2,?,?,4,4,4,3,4,4,5,5,4,5,4,2,4,4,3,4,3,3,3,5,5,4,3,2,4,4,4,4,5,5,4,3,5,5,4,4,4,4,4,4,5,4,4,1
39,0,6,1,12,1,2,?,?,3,3,3,5,4,?,3,4,3,4,2,4,3,2,3,1,4,5,4,5,5,5,1,1,2,2,3,2,3,3,4,3,1,1,4,5,2,1,2,2,2,1,1,0
40,0,4,1,18,1,2,?,?,4,4,5,5,4,4,4,5,4,4,5,2,4,4,4,2,3,5,5,5,4,4,1,1,4,4,5,4,5,5,4,3,4,4,4,3,3,4,5,4,5,1,5,1
51,0,6,1,20,1,2,?,?,4,4,4,5,4,4,5,5,4,4,4,3,3,3,3,2,3,3,2,4,5,4,2,2,2,2,4,5,5,3,4,3,3,3,4,4,4,4,4,5,5,2,4,0
39,0,4,0,12,1,4,?,?,5,4,4,4,4,4,5,4,4,4,4,2,5,4,4,3,3,4,3,5,5,5,3,2,4,4,4,5,5,4,3,2,4,4,5,5,4,5,4,5,5,3,3,1
33,0,6,1,5,1,2,?,?,2,2,5,5,5,3,4,4,4,5,4,4,4,3,3,1,2,2,2,5,5,3,1,1,1,1,4,3,3,3,3,3,3,3,2,4,2,3,2,4,4,1,2,0
36,0,6,1,10,1,3,?,?,4,2,5,5,5,?,5,5,5,5,5,4,4,2,4,5,4,4,4,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,4,4,2,5,5,5,1,5,0
45,0,6,1,15,1,2,?,?,2,2,3,4,4,3,3,4,4,4,3,2,2,2,2,1,2,3,2,3,2,2,1,1,1,1,4,1,1,1,4,3,2,2,3,4,3,2,3,3,2,1,2,0
38,0,1,0,10,1,4,?,?,3,2,3,5,4,3,4,4,4,3,2,4,4,4,3,1,2,2,3,4,4,4,2,1,1,1,4,1,2,1,5,4,3,3,5,4,4,3,3,4,4,1,3,0
38,0,3,1,15,1,2,?,?,4,4,4,5,5,5,5,5,4,4,3,3,3,4,3,3,2,3,3,4,3,4,4,4,4,3,4,2,3,4,5,5,4,4,5,4,5,4,2,4,4,4,2,1
38,0,5,1,14,1,2,?,?,3,2,3,4,4,4,4,4,3,5,3,4,3,2,2,2,2,2,2,4,2,4,2,1,2,3,3,3,1,2,5,4,3,3,5,5,3,2,3,4,4,2,2,1
40,0,6,0,9,1,4,?,?,5,5,5,4,4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,5,5,5,3,4,3,3,4,3,4,4,5,4,4,4,5,4,4,4,4,5,2,4,4,0
33,0,5,1,6,1,2,?,?,2,3,2,5,5,?,5,5,4,5,3,4,3,?,?,2,2,3,2,3,4,4,2,2,2,2,2,2,3,3,5,3,3,3,4,3,4,3,2,3,5,1,1,0
38,0,1,1,5,1,3,?,?,3,3,4,4,4,3,4,3,3,3,3,3,3,4,3,1,4,4,3,5,5,5,2,1,3,1,4,1,1,1,4,2,3,4,5,5,4,4,3,3,4,2,1,0
35,0,6,0,10,1,3,?,?,4,3,4,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,3,3,4,3,4,3,4,4,4,4,3,3,3,4,4,3,4,3,3,4,3,3,0
39,0,4,1,10,1,3,?,?,2,3,3,4,4,4,5,5,2,4,2,3,3,2,2,1,2,2,2,2,3,3,2,1,2,2,2,3,3,4,2,2,3,2,4,4,4,4,4,5,5,1,4,0
37,0,6,1,15,1,2,?,?,3,3,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,3,2,3,3,2,2,3,3,3,3,2,2,3,1,3,0
43,0,1,1,12,1,2,?,?,4,4,4,5,5,3,4,4,4,4,4,2,5,5,5,5,2,1,3,5,5,5,5,4,5,5,5,3,2,5,5,2,5,5,3,3,4,5,5,5,5,2,2,1
41,0,6,1,10,1,3,?,?,4,4,5,3,3,3,3,3,4,4,3,3,4,3,4,4,3,4,2,5,5,5,2,1,3,4,4,4,4,4,5,2,4,4,4,3,3,3,5,5,5,2,4,0
38,0,4,1,14,1,2,?,?,4,4,4,5,4,3,4,4,4,4,3,3,4,4,3,4,3,4,3,5,4,5,3,3,4,4,4,4,3,3,5,3,4,5,4,4,3,3,4,4,4,3,4,1
51,0,6,0,?,1,3,?,?,4,4,4,4,4,4,4,4,3,4,3,2,3,2,3,3,2,3,4,5,4,5,2,1,4,4,4,2,3,4,4,4,4,4,4,4,3,3,3,3,3,1,5,0
49,0,6,1,10,1,2,?,?,3,3,4,5,4,5,4,4,4,3,4,?,4,4,4,2,4,3,4,5,5,5,2,2,3,3,4,4,4,3,5,4,4,4,5,4,4,4,4,4,4,1,2,0
43,0,6,0,9,1,4,?,?,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,3,2,4,1,1,2,2,2,2,2,1,3,3,2,2,3,3,2,2,2,2,2,1,2,0
38,0,1,1,12,1,2,?,?,3,2,3,5,4,3,4,4,3,4,3,5,2,3,3,1,3,3,3,4,5,3,2,1,3,3,3,4,3,3,4,4,3,3,4,4,4,2,2,3,4,1,3,0
43,0,6,1,14,1,2,?,?,3,4,5,4,3,3,4,3,3,4,3,4,3,3,3,2,2,3,3,5,5,5,2,2,4,4,4,3,4,3,4,4,4,4,5,4,4,4,4,5,5,1,2,0
35,0,6,1,8,1,5,?,?,2,2,2,5,4,?,4,4,3,4,4,3,2,2,?,1,1,1,?,4,3,4,2,1,2,?,1,5,2,?,5,4,1,1,4,4,4,?,4,4,4,1,4,?
37,0,1,1,9,1,2,?,?,3,2,3,4,3,3,4,3,2,2,2,4,1,3,3,1,2,3,3,3,4,3,1,1,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,2,4,1,2,0
46,0,6,1,18,1,3,?,?,3,3,3,4,4,3,4,4,3,4,2,5,2,3,3,1,2,4,2,4,5,5,2,3,2,1,4,2,3,2,4,5,3,2,4,3,4,4,2,2,4,1,3,0
36,0,5,1,14,1,2,?,?,3,3,3,4,?,2,3,5,2,2,1,5,1,2,1,1,1,5,2,5,5,5,1,1,1,1,1,1,1,1,5,5,1,2,5,1,1,5,1,1,2,1,2,0
39,0,1,1,10,1,2,?,?,3,3,4,4,4,?,4,3,4,4,4,2,4,?,?,3,2,2,3,4,4,4,4,4,4,4,4,2,2,2,4,2,4,4,4,2,2,4,4,4,2,1,?,0
35,0,4,1,7,1,2,?,?,4,4,4,3,4,3,4,4,2,3,3,3,3,2,3,2,3,4,2,5,2,4,2,3,3,3,3,4,4,4,4,1,3,3,4,3,3,3,4,3,4,3,3,0
33,0,6,1,7,1,2,?,?,3,3,3,4,4,3,3,4,4,4,3,3,4,3,3,1,3,3,3,4,4,4,1,1,2,2,3,1,3,2,4,3,3,3,4,3,3,3,2,2,3,1,3,0
33,0,6,0,5,1,4,?,?,5,4,5,4,5,3,4,3,4,5,5,4,?,3,3,1,3,5,3,5,5,4,1,1,1,1,3,1,1,3,5,3,3,3,2,2,1,2,2,2,4,1,2,0
34,0,4,1,11,1,2,?,?,3,4,4,5,5,4,5,4,4,4,3,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,3,4,3,4,4,?,4,4,4,4,1,2,0
59,0,2,1,36,1,1,?,?,4,4,4,4,4,3,4,3,4,4,3,3,5,4,3,3,3,3,3,5,5,5,4,3,4,4,4,4,2,4,4,2,4,4,4,3,3,5,4,4,4,1,2,0
36,0,4,1,9,1,2,?,?,3,3,4,5,4,3,4,4,2,1,1,3,3,4,4,2,3,5,3,5,5,5,1,1,2,2,3,1,2,2,5,2,3,3,4,2,1,4,2,2,3,1,2,0
34,0,4,1,7,1,2,?,?,3,3,3,5,5,4,2,4,2,4,2,3,2,2,4,1,3,4,3,4,4,4,1,1,3,3,4,1,2,1,4,1,2,2,4,2,4,2,2,2,2,1,5,0
41,0,6,1,15,1,3,?,?,3,3,2,4,4,2,3,4,2,3,3,4,2,4,3,2,2,4,3,4,4,4,2,2,2,2,3,3,4,3,4,4,2,2,4,4,3,2,2,2,2,1,4,0
43,0,5,0,19,1,4,?,?,2,3,3,4,4,2,4,4,3,3,2,2,3,2,2,1,2,2,2,4,4,4,2,2,2,2,3,2,2,3,4,3,2,2,3,3,3,3,2,3,3,1,1,0
43,0,3,0,4,1,4,?,?,2,2,2,3,2,3,4,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,1,1,2,2,2,2,3,1,4,4,2,2,3,3,3,3,2,2,2,1,2,0
32,0,4,1,8,1,2,?,?,3,4,4,5,4,4,5,5,4,4,4,3,5,4,4,1,3,5,4,5,5,5,2,1,2,2,5,2,1,4,3,3,3,3,4,4,3,4,4,5,5,1,4,0
32,0,4,0,7,1,4,?,?,4,3,3,5,4,3,5,5,3,4,2,5,4,3,4,1,3,5,2,5,4,4,1,1,1,1,2,1,1,1,4,1,2,2,2,5,1,5,1,2,4,1,1,0
52,0,1,1,10,1,3,?,?,2,2,4,5,4,2,3,4,4,4,2,4,1,2,4,1,2,4,3,4,4,2,1,1,4,3,4,1,1,1,4,3,2,4,4,5,3,3,4,5,5,2,3,1
31,0,6,1,10,1,3,?,?,4,5,4,5,5,4,5,5,4,4,3,2,4,4,3,2,3,4,4,5,4,5,3,4,4,5,4,1,2,2,4,4,5,4,5,4,4,5,5,5,5,1,2,0
37,0,6,1,11,1,3,?,?,2,3,3,4,4,3,3,3,2,3,2,4,3,3,3,1,2,4,2,5,5,5,2,1,2,2,3,1,1,3,4,4,3,3,3,5,2,3,2,2,2,1,1,0
33,0,4,1,5,1,3,?,?,2,3,4,3,4,3,4,4,4,4,3,2,3,2,3,2,2,4,2,3,4,4,2,1,2,3,2,2,1,2,3,1,2,3,5,5,5,5,4,4,4,1,3,0
32,0,1,0,2,1,5,?,?,4,4,5,4,4,5,5,4,3,5,3,2,4,3,3,4,4,5,4,5,5,5,3,3,4,4,4,5,1,3,5,5,3,4,5,2,2,4,4,5,3,2,4,0
52,0,6,1,23,1,2,?,?,3,3,3,5,4,4,3,4,4,4,3,3,3,4,4,1,2,3,2,4,5,5,2,3,3,3,4,4,3,4,2,2,3,3,4,4,4,4,3,3,4,2,5,1
62,0,1,1,17,1,2,?,?,4,4,5,5,4,4,3,3,5,5,3,3,4,2,3,5,2,2,2,4,4,4,4,5,5,4,4,5,4,4,3,2,4,5,3,5,3,4,5,5,3,4,4,1
50,0,1,0,15,1,3,?,?,3,2,3,4,4,3,4,4,3,2,3,4,4,4,3,3,3,?,2,4,4,4,3,2,4,4,4,2,2,2,4,2,4,4,5,5,3,3,4,5,2,1,2,0
42,0,6,1,20,1,2,?,?,4,3,4,4,3,4,5,5,3,4,3,4,3,4,4,2,2,2,2,4,4,4,3,3,4,3,4,4,4,4,3,2,4,4,4,3,3,4,3,4,4,2,2,0
43,0,6,1,20,1,2,?,?,5,4,5,4,3,2,4,4,3,4,3,2,4,2,3,3,2,4,3,4,4,5,2,1,4,4,5,1,1,1,4,3,4,5,3,4,3,3,4,4,4,1,1,0
44,0,6,1,17,1,2,?,?,3,4,4,4,4,3,4,4,4,4,4,2,4,3,3,2,3,4,3,4,4,5,1,1,1,1,3,1,1,1,4,3,3,3,4,4,4,3,2,2,4,1,3,0
41,0,4,1,?,1,3,?,?,4,4,4,2,3,1,4,3,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,3,3,3,5,4,4,4,1,4,0
50,0,1,1,23,1,2,?,?,5,5,5,5,5,4,5,5,4,4,4,2,5,5,3,4,2,2,4,5,4,4,3,4,4,4,4,3,1,4,2,2,5,5,5,4,3,4,4,5,4,2,4,1
48,0,1,1,16,1,2,?,?,5,5,5,4,4,4,4,4,4,4,3,2,3,4,3,1,4,3,4,5,5,5,1,4,4,4,4,5,5,3,5,5,5,5,5,5,1,1,5,5,5,1,4,0
47,0,6,1,17,1,2,?,?,5,4,4,4,4,4,4,4,4,4,3,2,3,3,4,2,3,3,4,4,4,4,2,1,2,2,4,2,3,3,4,2,3,4,4,5,4,3,3,4,4,1,2,0
51,0,1,1,13,1,2,?,?,3,2,2,2,2,?,3,2,5,4,2,3,4,?,?,2,2,3,?,4,5,5,3,3,4,?,4,4,1,2,4,2,4,4,5,5,5,4,4,5,5,1,1,0
46,0,5,1,13,1,2,?,?,?,?,?,5,4,3,4,4,3,3,2,5,3,?,?,1,2,5,?,5,5,4,1,1,1,2,3,3,4,4,?,?,?,?,4,4,4,?,2,?,4,2,1,1
42,0,3,1,12,1,3,?,?,2,3,4,3,4,3,4,4,3,3,3,3,4,3,4,2,2,4,3,4,5,5,2,1,2,2,3,1,4,3,5,5,1,2,1,1,2,1,3,4,4,1,2,0
44,0,4,1,17,1,2,?,?,2,4,4,4,4,?,3,?,4,4,4,2,?,?,?,3,?,?,?,4,?,?,3,?,3,?,4,1,1,1,?,?,2,?,1,1,1,1,4,4,4,1,4,0
53,1,1,1,6,1,2,?,?,2,2,2,4,4,3,3,3,2,4,2,3,2,2,3,1,1,1,1,3,3,3,1,1,2,2,3,3,3,2,5,5,3,2,5,5,5,5,2,4,4,1,3,0
39,1,6,1,16,1,2,?,?,2,4,3,4,4,?,4,4,3,3,4,4,3,?,?,1,2,?,?,4,4,4,2,1,?,?,4,1,3,2,5,2,?,3,4,3,?,4,3,2,2,1,1,0
42,1,6,0,17,1,3,?,?,2,3,3,4,3,3,3,4,3,3,3,4,2,3,3,1,2,4,3,4,4,4,2,2,2,2,3,1,2,3,4,4,3,3,4,4,4,4,3,3,4,2,2,0
46,1,4,1,15,1,3,?,?,4,1,4,5,4,4,1,4,2,2,1,2,1,?,3,1,1,3,?,5,2,3,1,1,1,1,2,2,2,3,2,2,2,2,4,4,4,?,3,4,3,1,2,0
47,1,6,0,20,1,3,?,?,3,3,3,5,4,5,4,4,4,4,4,3,3,3,5,1,2,3,2,4,5,4,1,1,1,1,3,1,1,1,3,3,2,2,4,3,3,1,1,1,4,1,1,0
39,1,6,1,18,1,3,?,?,2,3,2,4,4,2,3,2,4,3,3,4,3,3,2,1,2,2,1,4,4,5,1,1,1,1,3,4,4,3,3,2,2,3,2,5,4,4,2,3,3,1,1,0
38,1,1,1,12,1,3,?,?,3,4,3,5,?,2,4,4,4,4,3,3,3,3,2,2,2,3,3,4,4,4,3,2,3,3,3,3,2,1,3,2,3,3,5,5,5,5,4,4,2,2,3,0
43,1,6,0,14,1,2,?,?,3,2,2,4,4,3,4,4,3,3,4,2,3,3,3,1,2,4,3,5,5,5,1,1,1,1,3,1,2,2,5,3,3,3,3,5,3,5,2,3,5,1,4,0
42,1,6,0,3,1,4,?,?,2,2,2,5,3,5,5,5,2,3,2,2,2,2,5,1,2,4,1,5,5,4,1,1,1,1,2,2,3,3,5,5,3,3,4,4,4,4,2,2,2,1,5,0
46,1,4,1,16,1,3,?,?,3,3,3,4,4,3,4,3,3,4,3,3,3,2,3,2,2,4,3,4,3,4,3,2,3,2,3,2,2,3,4,2,4,4,4,4,4,4,4,3,4,2,3,0
40,1,6,1,12,1,3,?,?,3,3,3,4,4,4,4,4,3,3,3,2,4,4,3,2,2,3,2,5,5,5,2,2,3,3,4,3,3,3,4,3,4,4,4,4,3,3,4,5,5,2,4,0
48,1,1,1,16,1,2,?,?,3,3,3,5,5,2,4,3,3,3,3,4,2,2,4,2,3,3,3,5,4,4,3,3,4,1,3,1,1,1,3,2,2,4,4,1,1,5,4,5,4,1,3,0
36,1,6,1,10,1,2,?,?,2,1,3,5,5,4,3,3,4,4,4,3,4,3,3,2,3,4,4,4,4,4,3,2,4,4,4,3,2,3,4,4,4,4,3,3,3,3,4,5,5,2,2,0
37,1,6,1,10,1,2,?,?,4,3,3,5,5,4,4,4,4,4,4,5,3,2,4,1,2,2,4,5,5,5,2,2,3,3,4,2,4,2,4,1,3,3,2,4,2,1,3,3,4,2,5,1
50,1,4,1,20,1,2,?,?,2,2,2,5,4,5,3,?,3,3,3,5,3,1,1,2,3,5,5,5,5,5,1,1,1,1,5,1,3,1,5,1,3,3,3,3,3,3,2,4,5,1,2,0
43,1,4,1,16,1,3,?,?,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,1
49,1,6,1,25,1,2,?,?,3,3,3,4,5,3,3,3,4,4,2,2,3,3,3,2,2,2,4,4,4,4,3,2,3,3,2,2,2,2,4,3,3,3,4,4,4,4,4,4,4,2,2,0
35,1,6,1,11,1,3,?,?,2,3,3,5,3,?,3,4,3,3,1,?,3,1,?,1,1,4,4,3,3,5,1,1,1,2,1,1,2,1,4,3,1,1,?,?,3,1,3,3,3,1,2,0
46,1,3,1,22,1,2,?,?,4,3,3,3,5,3,3,2,4,4,2,3,5,4,3,1,2,4,4,2,2,2,1,3,1,1,4,1,1,1,5,4,3,2,4,5,4,4,1,4,4,1,4,0
40,1,6,1,15,1,2,?,?,4,4,4,2,5,3,3,4,3,4,3,3,5,5,5,3,3,3,5,5,4,5,4,4,5,4,5,2,5,4,4,4,5,5,5,5,5,5,4,4,4,2,5,0
35,1,6,0,6,1,3,?,?,3,3,4,5,5,?,5,5,4,5,4,3,4,?,?,1,?,5,?,5,5,5,2,1,1,1,3,1,1,1,5,5,3,3,5,4,5,5,4,4,5,1,1,0
41,1,6,1,18,1,2,?,?,2,2,3,4,3,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,5,3,2,?,2,2,2,2,2,2,4,3,3,2,2,2,2,2,4,4,3,2,3,0
41,1,6,1,15,1,2,?,?,4,3,4,4,4,2,4,3,2,3,2,4,3,2,2,1,2,2,2,4,4,4,1,1,2,1,3,2,2,2,3,3,2,2,4,4,4,2,2,4,4,1,3,0
55,1,1,1,9,1,2,?,?,4,4,4,4,4,4,3,3,3,3,3,2,3,4,3,1,3,2,3,4,4,5,4,2,4,2,4,2,1,2,4,4,4,4,5,5,5,5,4,4,4,3,5,1
45,1,5,0,17,1,4,?,?,2,2,3,4,4,3,3,3,3,3,2,3,3,3,3,1,2,2,2,3,3,3,1,1,1,1,2,?,2,2,4,4,2,2,4,4,4,4,2,3,3,1,3,0
45,1,1,1,18,1,2,?,?,2,2,3,5,5,4,4,5,4,3,3,4,4,4,?,2,1,2,3,5,5,5,2,2,2,2,4,2,3,3,5,2,3,3,5,5,5,5,2,4,5,1,1,0
37,1,6,1,9,1,2,?,?,4,3,3,3,5,4,3,4,4,4,3,3,3,5,4,4,4,4,4,5,5,5,3,1,3,3,4,3,4,4,5,4,4,4,5,5,4,5,4,4,4,1,4,0
35,1,6,0,11,1,4,?,?,2,2,2,5,3,3,?,3,2,2,3,4,1,2,3,1,1,4,1,4,4,2,1,1,1,2,1,1,2,4,3,3,2,1,5,4,4,4,1,1,2,1,1,0
33,1,5,0,10,1,4,?,?,2,3,3,4,4,3,4,4,3,3,3,2,2,3,3,1,1,2,1,3,3,3,1,1,1,1,2,1,2,1,4,3,3,1,5,4,4,5,1,4,4,1,1,0
44,1,1,1,?,1,2,?,?,1,2,2,5,5,3,2,2,2,2,2,4,1,1,3,1,1,3,2,5,4,4,1,1,2,1,3,3,3,2,5,3,1,1,4,2,2,2,2,3,2,1,5,0
38,1,6,0,8,1,3,?,?,3,2,2,4,4,3,4,4,3,4,3,5,2,3,4,1,1,4,2,4,4,5,1,1,1,1,3,1,1,1,5,3,2,3,4,4,4,3,3,3,4,1,1,0
48,1,5,1,14,1,2,?,?,2,3,3,5,5,2,4,3,3,3,3,5,4,5,3,1,2,4,2,5,4,5,1,3,1,1,1,1,2,3,5,2,2,3,5,2,2,4,2,5,3,1,2,0
44,1,1,1,15,1,2,?,?,3,3,5,5,4,3,3,5,3,3,3,4,3,3,4,1,1,2,2,5,5,5,2,1,3,2,3,5,5,3,5,4,4,4,5,5,5,5,5,5,2,1,3,0
33,1,6,1,?,1,3,?,?,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,4,3,4,3,2,3,3,2,3,1
40,1,3,1,2,1,3,?,?,3,3,3,5,4,3,3,4,3,3,3,4,4,4,4,2,2,3,2,4,4,5,2,3,2,2,3,3,3,3,4,2,2,3,3,2,2,5,3,4,4,2,4,0
29,1,4,0,5,1,4,?,?,3,3,2,5,3,4,4,4,3,4,3,4,4,3,4,2,3,4,2,4,4,4,1,1,2,2,3,3,4,4,5,4,3,3,4,4,3,3,2,4,4,2,5,0
32,1,1,1,3,1,3,?,?,3,3,3,4,5,3,4,4,4,4,4,3,4,4,3,1,2,2,2,4,4,4,3,1,3,3,4,3,3,3,3,3,4,4,5,5,4,3,4,4,4,1,1,0
35,1,6,0,7,1,3,?,?,3,3,3,5,5,3,4,4,3,4,4,3,3,5,3,1,2,4,3,4,5,4,1,1,2,2,3,2,5,4,5,5,3,3,5,5,5,4,2,4,4,1,1,0
34,1,1,1,?,1,2,?,?,2,2,3,5,4,4,4,3,3,3,2,1,2,3,3,1,1,3,1,3,3,3,1,1,1,1,2,1,1,1,5,4,2,1,3,3,3,2,2,2,3,1,4,0
38,1,6,1,13,1,3,?,?,3,3,2,5,5,2,4,4,3,5,3,2,2,3,2,1,4,5,4,5,5,5,1,1,3,1,4,2,4,1,5,1,2,2,5,5,5,5,3,3,3,1,1,0
41,1,6,1,11,1,3,?,?,4,4,4,5,3,5,5,5,3,3,3,3,4,4,4,1,3,2,2,4,5,5,2,1,2,2,4,2,2,2,5,5,4,3,2,5,2,4,3,4,2,1,4,0
31,1,1,0,5,1,4,?,?,5,5,5,5,5,4,5,5,4,4,4,2,4,4,4,4,2,2,4,5,5,5,4,1,4,4,5,4,2,4,4,1,4,4,3,4,3,5,5,5,5,1,2,0
42,1,1,0,4,1,4,?,?,1,1,1,5,2,?,4,3,2,2,2,4,1,1,?,1,1,3,3,3,3,4,1,1,1,1,2,1,1,3,4,4,1,1,1,3,2,1,1,2,4,1,1,0
33,1,1,0,8,1,4,?,?,5,3,3,4,5,4,4,4,3,3,3,5,5,5,4,1,4,4,4,4,4,4,3,3,3,3,4,3,3,3,4,5,4,5,5,5,5,5,2,3,3,1,3,0
40,1,1,1,5,1,3,?,?,5,5,5,5,5,?,4,5,4,4,4,1,5,5,4,4,3,3,4,5,5,5,4,2,5,2,5,1,3,2,5,3,5,5,5,5,5,5,5,5,5,1,2,0
31,1,1,1,5,1,3,?,?,4,4,4,3,5,3,5,5,4,4,3,3,5,5,4,3,4,5,3,5,5,5,2,1,3,3,4,2,3,5,4,4,3,3,5,5,4,3,5,5,5,2,3,1
31,1,6,0,3,1,4,?,?,3,3,2,4,4,4,4,3,2,2,2,4,2,3,3,1,2,4,2,4,3,4,1,2,1,2,2,2,3,2,4,3,3,2,3,3,3,2,2,2,4,2,2,0
30,1,5,0,2,1,4,?,?,3,3,4,3,3,3,4,4,3,3,3,4,4,3,3,2,4,5,4,4,4,4,2,3,3,3,4,3,3,2,5,3,3,3,4,4,4,3,4,4,4,2,2,0
59,1,6,1,20,1,1,?,?,4,4,5,5,5,4,4,4,4,3,3,1,3,4,1,3,?,?,?,?,?,?,3,5,5,5,?,3,3,3,3,3,5,4,5,1,1,4,4,5,5,3,3,1
46,1,6,1,6,1,3,?,?,4,2,2,5,5,5,2,3,2,3,3,3,1,4,2,1,2,2,2,4,5,5,2,2,2,2,2,3,3,3,4,3,2,2,3,3,2,4,2,2,2,2,3,0
47,1,6,1,12,1,3,?,?,3,3,3,4,4,4,3,4,3,3,4,3,3,4,4,3,3,4,3,4,4,4,3,3,3,3,4,3,3,3,5,4,3,3,5,4,3,3,3,4,3,3,4,0
46,1,6,1,20,1,2,?,?,3,2,4,5,5,3,4,4,4,4,4,3,4,3,2,4,3,4,4,4,4,4,4,2,4,3,4,3,4,4,4,4,4,4,4,4,4,?,4,4,4,2,4,0
43,1,6,1,20,1,2,?,?,2,4,2,4,4,3,2,2,3,3,3,5,4,3,2,1,1,2,2,4,5,5,1,2,1,1,2,2,5,4,5,1,3,3,5,3,3,5,2,3,4,1,1,0
52,1,1,1,22,1,2,?,?,4,3,3,3,4,2,4,5,3,4,2,3,3,?,?,1,2,2,?,4,5,5,2,2,2,?,3,3,3,1,4,3,3,3,5,5,4,5,4,4,4,1,3,0
46,1,5,1,17,1,1,?,?,2,2,3,5,4,4,5,4,4,4,3,2,3,1,1,4,1,3,2,5,5,5,2,1,2,3,4,2,1,4,5,4,3,3,4,2,1,3,3,4,4,1,1,0
35,1,6,1,12,1,3,?,?,3,3,5,5,5,4,5,5,4,4,3,3,4,4,5,1,3,5,3,5,4,5,3,1,3,3,3,1,4,3,5,3,3,3,4,4,4,2,4,4,4,1,4,0
50,1,6,1,25,1,2,?,?,1,1,5,5,4,3,2,3,3,3,3,1,3,3,5,2,3,3,3,4,5,5,3,3,2,2,5,2,3,4,4,4,2,3,4,3,2,4,5,5,2,2,4,0
